Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Sonic Games Collection [Online Game Code],99.99,0.0,1,4.7,5,3,1,0,0,0,14,1,0,24,3,2015,2,2,0,1,0,"Sonic Games Collection
Includes 18 Titles",2,6
SimCity (UK),14.99,0.0,1,4.1,374,239,48,33,7,44,0,7,0,0,0,0,0,0,0,1,0,"Constructible Worlds - Creative and customisable world that offers unique gameplay benefits, all with a fun tactile interface.
Sims Matter - The Sims in your city speak to you directly and its up to you to respond to their needs. Will you listen and be the toast of the town? Or abuse your power for fame and fortune?
Specialise in What You Love - Mold your city as a casino resort, manufacturing hub, educational enclave, and more, and then watch as a unique look and feel spread throughout your city.
Multiplayer - Build a region with friends for the first time! Collaborate or compete in regional and global challenges and make decisions that impact the greater SimCity World.
GlassBox Engine - SimCity introduces GlassBox, the revolutionary simulation technology that gives you the power to impact individual Sims' lives, manage city level simulation, and balance multiple city simulations at once.",5,149
Space Rangers 2: The Rise of the Dominators - PC,13.48,0.0,1,4.0,27,15,4,4,0,4,42,3,0,0,0,0,2,0,1,1,0,"One of the most critically acclaimed games of the year!
Turn-based RPG encompassing various gameplay genres in a vast and open-ended interstellar world
Unique, ambitious vision that delivers epic gameplay on a new scale!
ADDED BONUS, includes the original Space Rangers 1 and a collectible poster!",4,46
The Sims 4 - Cool Kitchen Stuff [Online Game Code],9.99,0.0,1,4.7,646,523,71,32,6,12,0,7,0,11,8,2015,4,15,0,1,0,"Get the All new Ice Cream Maker –Grab a cone of ice cream, gelato, or soft serve With combinations ranging from whipped cream and sprinkles to chocolate sauce and banana slices, choose from different toppings and garnishes to adorn your Sims’ favorite frozen treats.
Give the Kitchen a Fresh New Look – From cabinets with frosted glass doors to new stainless steel appliances, create the coolest kitchen for your Sims to cook and chill in.
Good Enough to Eat Fashion and Hairstyles –Your Sims are ready to serve up some fashion Update your Sim’s look with a variety of new hairstyles and trendy casual apparel.
Requires The Sims 4 game to play (sold separately) and all updates to play. Internet connection required for product installation.",4,125
Surf's Up - PC,6.95,0.0,0,3.9,9,5,1,0,1,0,1,2,4,0,0,0,2,0,1,1,0,"Win the championship in the single-player mode, or challenge friends in the multiplayer mode
10 playable characters with their own tricks and styles
Impressive water simulation and physics - Surf in a variety of locations, from the calm water of Shiverpool to the explosive waters of the volcano area
Tons of unlockable content
Awesome game soundtrack for carving waves",5,59
Anno 2205 Standard Edition [Online Game Code],39.99,0.0,0,3.6,73,32,13,8,3,14,1,1,0,3,11,2015,4,3,0,1,0,"Take city-building simulation to new heights with Anno’s strategic economic gameplay.
Colonize continents. Race to Space. Mine the Moon. Transform your cities into thriving metropolises.
Secure the prosperity of your people by managing multiple locations on Earth and on the Moon.
Enjoy fully off-line single player gameplay. Connect online with friends for bonuses.
Upgrade to the GOLD EDITION and get the Season Pass, the digital art book and the original soundtrack bundle.",5,72
Darksiders Complete - Includes Darksiders & Darksiders II,18.95,0.0,0,3.7,34,14,6,4,4,4,34,2,8,0,0,0,2,3,2,1,0,"Brutal attacks and supernatural abilities
Devastating arsenal of angelic, demonic and earthly weapons
Play Death
Epic universe
Includes Darksiders and Darksiders II, All DLCs & Seasonpass",5,26
SpellForce Complete Edition [Online Game Code],59.99,0.0,1,4.0,1,0,1,0,0,0,34,4,0,16,1,2014,1,1,0,1,0,"Online Game Codes are codes you can redeem via your computer, console, or handheld device for various subscriptions, points, or games.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,50
The Vanishing of Ethan Carter [Online Game Code],19.99,0.0,0,3.5,39,15,7,4,4,6,34,2,0,25,9,2014,2,2,0,1,0,"Explore and interact with the beautiful yet ominous world of Red Creek Valley, which was created with the use of revolutionary photogrammetry technology that allows for nearly photorealistic environments.
Communicate with the dead and see how they died in order to gather clues that help you piece together the truth behind Ethan's disappearance -- and the fate of his family.
Experience, in non-linear fashion, a story that combines the pleasures of pulp, private eye, and horror fiction, all of it inspired by writers such as Raymond Chandler, Algernon Blackwood, Stefan Grabinski, and H. P. Lovecraft.
Conduct the investigation on your own terms and at your own pace. Although there are a few scary bits in the game, players will have no need for sedatives. Our game is less about terror and more about clammy unease.",4,135
Farm Frenzy: Hurricane Season [Download],6.99,0.0,0,3.3,4,1,1,0,0,0,16,15,0,31,3,2015,1,1,0,1,0,"* Bright and colorful visuals
* Simple point-and-click gameplay
* Awards for kicking Farm Frenzy butt!
* Hilarious stickers to collect!
* Learn-as-you-play tutorial",5,24
MADDEN NFL 21 - MUT 500 Points Pack - PC [Online Game Code],4.99,0.0,0,3.5,9,4,1,0,0,2,0,9,6,25,8,2020,5,0,0,1,0,"Play - Hone your skills with Ultimate Team Challenges and go all out in different competitive modes to receive rewards that you can apply to your Ultimate Team campaign.
Collect - As you play, earn rewards like Mut Coins and packs to finesse your depth chart via strategic decisions.
Upgrade - Use rewards to build and upgrade your Ultimate Team. Flex your custom fantasy roster on the competition and showcase your creativity on the field.",3,75
One PIECE World Seeker [Deluxe] [Online Game Code],89.99,0.0,1,4.0,1,0,1,0,0,0,19,2,0,14,3,2019,6,5,0,1,0,0,0,0
Project Runway [Download],19.99,0.0,0,3.4,8,3,0,1,1,1,4,7,0,9,3,2010,2,2,0,1,0,0,0,0
Christmas Tale - Santas Castle - Hidden Object Game [Download],1.99,0.0,1,4.4,4,2,0,1,0,0,28,5,0,24,12,2013,1,1,0,1,0,"10 Fun Levels
Pinch to Zoom
40 Objects Per Level
400 Hidden Objects to Find
Level Map will Save Progress",5,20
Lilo & Stitch: Trouble in Paradise,29.99,0.0,1,4.2,5,3,0,0,0,0,36,1,10,0,0,0,17,0,1,1,0,CD-ROM,1,1
Call Of Juarez Game PC,10.73,0.0,1,4.4,2,0,1,0,0,0,112,1,5,0,0,0,0,0,0,1,0,"Exploitation of physics and innovating simulation of fire, liquids, dust, smoke and gas.
Amazing graphics that fully exploit the potential of the latest video cards.
Play either of two characters with their specific gameplay style and abilities.
All the western in a video game: horseback riding on never-ending maps, horseback fights, train robbery, gun fights, and more!
Screenplay inspired by the most famous westerns of the 1970s and 80's.",5,69
The Sims 4 Courtyard Oasis - PC [Online Game Code],4.99,0.0,1,4.7,61,50,4,6,0,0,0,2,2,18,5,2021,5,0,0,1,0,"Construct a dreamy, stylish courtyard for the family to enjoy.
Play with filigree designs, vivid colors, and intricate tile patterns.
Decorate with hanging lanterns, resplendent textiles, and tropical plants.
Invite a refreshing breeze and bright sunlight into the home with new columns and archways",4,44
Afterfall InSanity Extended Edition [Online Game Code],9.99,0.0,1,4.0,4,2,0,1,0,0,112,1,0,3,12,2012,0,0,0,1,0,0,0,0
"Kentucky Route Zero, Complete [Online Game Code]",24.99,0.0,0,3.0,3,0,0,0,0,1,112,2,0,7,1,2013,0,0,0,3,0,0,0,0
Company of Heroes 2: All Out War Edition (PC) (64-Bit),37.59,0.0,1,5.0,4,4,0,0,0,0,14,20,2,0,0,0,4,9,1,1,0,"Includes Ardennes Assault, The Western Front Armies, The British Forces, plus all additional generals and more!
The current part of the award winning real-time strategy series Company of Heroes
Captivating single-player campaign where each battle tells its own story
Experience explosive next generation warfare with ESSENCE ENGINE 3.0 technology",4,49
Freedom Force Vs. The Third Reich - PC,8.93,0.0,1,4.0,29,15,4,2,2,2,3,3,0,0,0,0,3,1,1,1,0,"Help Freedom Force save the world from the evil axis powers
Brand new chapter in the ever-expanding Freedom Force universe
6 new playable heroes from 2 distinct eras of comic books
A hoard of new villains bent on world domination; radically enhanced graphics
Vastly improved multiplayer, including several completely new modes",5,51
The Harvest [Online Game Code],6.99,0.0,1,5.0,2,2,0,0,0,0,11,1,0,25,10,2013,9,0,0,1,0,"Synchronous Co-Op Multiplayer
A huge arsenal of upgrade options
A deep and intriguing story line that will keep you coming back for more",3,23
Cluefinders Reading Adventures Ages 9-12,17.95,0.0,0,3.9,42,26,2,1,2,7,102,17,0,0,0,0,0,0,1,1,1,"Find the missing Amulet before the planet is destroyed by the sorceress Malicia!
Build reading comprehension, spelling, grammar, vocabulary, and critical thinking skills
4 Skill Levels. Action-Packed Arcade & Problem-Solving Play.
Detailed Help. Customized Workbooks. Printable Activities
Windows XP, Vista, 7 compatible",5,42
UNO Flip! - PC [Online Game Code],4.99,0.0,1,5.0,1,1,0,0,0,0,1,10,2,17,3,2020,4,3,0,1,0,"Play nice with the Light Side action cards or spice things up with these Dark Side ones:
Draw Five card: The next player must draw five cards and lose their turn.
Skip Everyone card: All players lose their turn.
Wild Draw Color card: The next player must draw until they get a color of your choice (no matter how many cards they have to draw to do so) and lose their turn.
Bring your UNO matches to the next level with UNO FLIP!",5,83
Dungeon Siege 2: Broken World Expansion Pack - PC,8.15,0.84,0,3.9,72,42,8,4,6,10,6,3,0,0,0,0,2,0,1,1,0,"Players choose battle comrades to build a party of up to six members; parties can be honed over time using an all-new character development system
Each class now has access to unique Heroic Powers that are capable of turning the tide of battle
Players can now choose from a number of exotic creatures with special abilities that adventure and grow alongside players
The new SFX engine in ""Dungeon Siege II"" takes visual special effects to the next level
""Dungeon Siege II"" introduces a new Flick authoring system providing a new level of in-engine cinematic storytelling",5,95
Remington Super Slam Hunting: Africa [Download],9.99,0.0,0,2.6,8,1,1,1,0,3,110,9,3,9,11,2010,0,0,0,1,0,"Fast-paced arcade hunting action.
Outfit your hunter with an array of over 30 weapons, scopes and hunting accessories.
Hunt over 15 big game animals, including the Big 5: Leopard, Buffalo, Rhino, Lion and Elephant
1-4 players in co-op and challenge modes. Online leaderboard.
Variety of weather conditions including rain, fog, wind and even a raging brushfire. Hunt day and night, rain or shine.",5,63
The Golf Club 2: Day 1 Edition - Xbox One,18.72,1.27,1,4.0,124,60,23,21,9,8,31,16,0,0,0,0,17,0,0,5,1,"Career Mode! - Progress by winning, earning money, and buying into more prestigious golf societies/clubhouses, facing more difficult competition as you rise to the top
Online Golf Societies - Online clans for you and your friends to compete in, either against each other and/or against other clans. Includes customizable clubhouse to show off status
Compete online in full seasons and major tournaments, either by yourself or with your Golf Society
Full Practice Range including driving range, putting green, chipping green, and Sandbox Mode. Features real-time feedback and stat tracking to help improve your skills
Improved course creator with even more props, tools, and the addition of crowds for a more immersive golfing experience",5,113
Battlefield V (PC Code in a Box),44.55,0.0,1,4.0,109,63,19,6,6,14,0,1,0,0,0,0,0,0,0,0,1,"World War 2 as You've Never Seen It Before - Take the fight to unexpected but crucial moments of the war, as Battlefield goes back to where it all began.
64-Player Multiplayer in the Chaos of All-Out War - Lead your Company to victory in all-out multiplayer with new experiences like the massive Grand Operations mode. Take on classic modes like Conquest or squad up with friends in the cooperative Combined Arms.
The Most Physical Battlefield Yet - Maneuver through the battlefield using a new soldier move set, fortifications, and mobile tools of destruction.
Play Untold War Stories - Witness human drama set against global combat in the single player War Stories. Ski down Norwegian mountains as you battle for control of nuclear weapon supply lines, join the frontline with the French colonial troops, or go behind enemy lines in North Africa with a band of misfits sent to create mayhem.
Tides of War - Embark on a journey where new content drops continuously transport you and your Company to a huge variety of key WW2 locations, where new battlefields and gear await.",5,183
Medal of Honor Pacific Assault,22.99,0.0,1,4.0,19,9,4,0,4,0,49,4,0,0,0,0,8,2,5,1,0,0,0,0
Tomb Raider Anniversary - Windows,16.98,0.0,0,3.6,15,7,1,1,3,1,49,2,1,0,0,0,7,0,2,2,0,"Includes classic environments from the original Tomb Raider as never experienced before
Startling enemy encounters - fierce animal and supernatural enemies, wolves, bears, crocodiles, horrific monsters and of course, the T Rex!
Improved combat challenges for the player
Stunning 3D graphics
Realistic scenery",5,43
Sid Meier’s Civilization VI - Portugal Pack - PC [Online Game Code],4.99,0.0,1,5.0,1,1,0,0,0,0,6,4,2,25,3,2021,5,0,0,1,0,"Includes the Portugal civilization with João III, the Nau unique unit, and two unique structures, the Navigation School building and the Feitoria.
New “Zombies Defense” Game Mode The Portugal pack also introduces the new Zombies Defense game mode. In this optional game mode, the dead don’t stay dead for long and present an ever-growing threat to the world’s civilizations.
New map script and new World Wonders: The Portugal content pack also includes a new map script and two new World Wonders
Civilization VI is required to play add-on content.",4,89
